Employee ID,Employee Name,NRIC,DOB,DOJ,Department_ID,Modules Taught
NUS12373,Vernon Wolfe,XXXXX574A,1991-11-24T00:00:00Z,2007-04-11T00:00:00Z,NUS College Dean's Office,NHT2207
NUS12374,Michelle Burke,XXXXX858A,1990-04-20T00:00:00Z,1999-11-22T00:00:00Z,Mathematics,QF5214
NUS12375,Kendra Fields,XXXXX593A,1976-12-16T00:00:00Z,2008-02-05T00:00:00Z,Biological Sciences,BL5220
NUS12376,Heather Mcdaniel,XXXXX566A,1994-07-10T00:00:00Z,2012-03-02T00:00:00Z,LKYSPP Dean's Office,PP5904
NUS12377,Dr. Sean Davis,XXXXX471A,1991-11-10T00:00:00Z,2005-07-31T00:00:00Z,FoL Dean's Office,LL5356V
NUS12378,Melissa Henderson,XXXXX179A,1983-02-13T00:00:00Z,2001-09-12T00:00:00Z,FASS DO/Office of Programmes,ASP1201CH
NUS12379,Joshua Welch,XXXXX185A,1987-07-29T00:00:00Z,2006-07-24T00:00:00Z,Strategy and Policy,GESS1036
NUS12380,Eugene Mitchell,XXXXX933A,1971-07-26T00:00:00Z,2005-03-20T00:00:00Z,Computer Science,CS5239
NUS12381,Alisha Browning,XXXXX986A,1970-01-24T00:00:00Z,2006-04-12T00:00:00Z,Duke-NUS Dean's Office,GMS5004
NUS12382,Tracy Brown,XXXXX515A,1974-05-17T00:00:00Z,2012-10-31T00:00:00Z,Malay Studies,MS4880B
NUS12383,Jessica Evans,XXXXX909A,1984-03-29T00:00:00Z,2014-06-22T00:00:00Z,CDE Dean's Office,CDE2701B
NUS12384,Edward Chang,XXXXX297A,1974-03-20T00:00:00Z,2000-03-03T00:00:00Z,Residential College 4,UTC2730
NUS12385,Carlos Murphy,XXXXX888A,1983-10-13T00:00:00Z,1999-07-30T00:00:00Z,SCALE Dean's Office,TCX1101
NUS12386,Samantha Anderson,XXXXX666A,1978-12-25T00:00:00Z,2010-08-27T00:00:00Z,YSTCM Dean's Office,MUA3266
NUS12387,Richard Johnson,XXXXX266A,1983-06-07T00:00:00Z,2005-09-16T00:00:00Z,Alice Lee Center for Nursing Studies,NUR2441A
NUS12388,Melissa Adams,XXXXX962A,1985-01-15T00:00:00Z,2000-11-29T00:00:00Z,Southeast Asian Studies,SE3551
NUS12389,David Keller,XXXXX193A,1974-05-05T00:00:00Z,2006-12-01T00:00:00Z,Architecture,DEP5110
NUS12390,Kathryn Allen,XXXXX350A,1971-05-04T00:00:00Z,2002-06-28T00:00:00Z,PharmacyandPharmaceuticalScience,PR2150
NUS12391,Laura Garrison,XXXXX248A,1993-04-12T00:00:00Z,2011-11-06T00:00:00Z,Architecture,AR2522
NUS12392,Stephen Tyler,XXXXX412A,1988-11-13T00:00:00Z,2013-06-20T00:00:00Z,Economics,EC4302
NUS12393,Tammy Hart,XXXXX657A,1980-09-18T00:00:00Z,2010-04-03T00:00:00Z,SSH School of Public Health Dean's Office,SPH5890B
NUS12394,Thomas Alvarez,XXXXX553A,1986-09-24T00:00:00Z,2006-12-02T00:00:00Z,Strategy and Policy,BSP1703
NUS12395,David Cohen,XXXXX759A,1973-11-07T00:00:00Z,2011-05-14T00:00:00Z,English,ENC5253
NUS12396,Matthew Williams,XXXXX450A,1975-03-28T00:00:00Z,2013-03-15T00:00:00Z,Materials Science and Engineering,MLE5101
NUS12397,Joshua Fox,XXXXX962A,1987-02-20T00:00:00Z,2005-09-11T00:00:00Z,Japanese Studies,JS4230HM
NUS12398,Christopher Chung,XXXXX798A,1976-02-23T00:00:00Z,2012-02-03T00:00:00Z,Civil and Environmental Engineering,CE5611QA
NUS12399,Jennifer Williams,XXXXX179A,1983-04-29T00:00:00Z,2014-06-01T00:00:00Z,Electrical and Computer Engineering,EE6990
NUS12400,Mason Thomas,XXXXX535A,1976-10-05T00:00:00Z,2010-02-25T00:00:00Z,Civil and Environmental Engineering,ESE5202
NUS12401,Jonathan Larsen,XXXXX335A,1984-06-20T00:00:00Z,2007-02-23T00:00:00Z,Physics,PC2174A
NUS12402,Robert Johnson,XXXXX799A,1987-10-28T00:00:00Z,2014-07-12T00:00:00Z,Engineering Science Programme,ESP2107
NUS12403,Troy Mitchell DVM,XXXXX529A,1971-10-24T00:00:00Z,2004-11-18T00:00:00Z,FoL Dean's Office,LC5074
NUS12404,Joe Carter,XXXXX954A,1984-05-15T00:00:00Z,2006-01-06T00:00:00Z,Electrical and Computer Engineering,EE6135
NUS12405,Jenny Allison,XXXXX960A,1972-12-26T00:00:00Z,2007-02-08T00:00:00Z,Industrial Systems Engineering and Management,IE5108
NUS12406,Michael Barnes,XXXXX163A,1988-08-19T00:00:00Z,2002-09-28T00:00:00Z,Duke-NUS Dean's Office,GMS5224
NUS12407,Brian Good,XXXXX389A,1979-11-30T00:00:00Z,2008-03-13T00:00:00Z,FoL Dean's Office,LL4029BV
NUS12408,Jeff Waters,XXXXX171A,1976-06-15T00:00:00Z,2000-05-15T00:00:00Z,Electrical and Computer Engineering,EEK5104
NUS12409,Tonya Bennett,XXXXX971A,1973-07-05T00:00:00Z,2007-02-19T00:00:00Z,English,GESS1021
NUS12410,Nathan Davis,XXXXX419A,1994-04-20T00:00:00Z,2004-03-09T00:00:00Z,Chinese Studies,CH5660
NUS12411,Erica Moore,XXXXX214A,1983-11-12T00:00:00Z,2006-02-07T00:00:00Z,Yale-NUS College,YIR3316G
NUS12412,Billy Hunter,XXXXX179A,1986-08-20T00:00:00Z,2001-11-13T00:00:00Z,Communications and New Media,ACE5480
NUS12413,Annette Miller,XXXXX211A,1993-03-12T00:00:00Z,2009-06-16T00:00:00Z,Chemistry,CM5100
NUS12414,Michael Smith,XXXXX594A,1975-01-23T00:00:00Z,2011-02-28T00:00:00Z,Economics,ECA5335
NUS12415,Christopher Cox,XXXXX278A,1975-11-01T00:00:00Z,2006-11-15T00:00:00Z,Civil and Environmental Engineering,CE5805QB
NUS12416,Jose Wallace,XXXXX717A,1971-09-08T00:00:00Z,2013-10-04T00:00:00Z,SCALE Dean's Office,TBA2101
NUS12417,Andrea Glass,XXXXX979A,1970-07-07T00:00:00Z,2005-10-05T00:00:00Z,SSH School of Public Health Dean's Office,SPH5890D
NUS12418,Vanessa Valencia,XXXXX385A,1990-09-16T00:00:00Z,2010-02-02T00:00:00Z,Physics,PC5101
NUS12419,Thomas Sparks,XXXXX181A,1970-12-15T00:00:00Z,2007-09-26T00:00:00Z,Biological Sciences,BL5602
NUS12420,Jonathan Shelton,XXXXX531A,1985-10-13T00:00:00Z,2009-08-29T00:00:00Z,Biomedical Engineering,BN5516
NUS12421,Morgan Clarke,XXXXX149A,1970-12-08T00:00:00Z,2004-12-12T00:00:00Z,Marketing,MKT3716
NUS12422,Heather Richards,XXXXX771A,1982-02-13T00:00:00Z,2011-05-28T00:00:00Z,Industrial Systems Engineering and Management,IE5206
NUS12423,Anita Smith,XXXXX394A,1982-08-12T00:00:00Z,2013-01-29T00:00:00Z,FoL Dean's Office,LL6528V
NUS12424,Latoya Lopez,XXXXX263A,1980-02-14T00:00:00Z,2006-07-08T00:00:00Z,Office of the Provost,DMX1401AI
NUS12425,Crystal Meyers,XXXXX125A,1982-09-07T00:00:00Z,2003-09-21T00:00:00Z,Information Systems and Analytics,IS4231
NUS12426,Alexander Garrett,XXXXX134A,1981-01-11T00:00:00Z,2011-08-11T00:00:00Z,Political Science,PS4660HM
NUS12427,Donna Molina,XXXXX279A,1989-09-29T00:00:00Z,2009-04-24T00:00:00Z,BIZ Dean's Office,BMG5202
NUS12428,Ethan Orr,XXXXX196A,1985-09-08T00:00:00Z,2009-06-09T00:00:00Z,FoL Dean's Office,LL6525
NUS12429,Judy Henry,XXXXX745A,1978-05-13T00:00:00Z,2001-01-31T00:00:00Z,Statistics and Data Science,ST2312
NUS12430,Chad Rogers,XXXXX369A,1991-06-20T00:00:00Z,2008-10-03T00:00:00Z,NUS College Dean's Office,GEA1000N
NUS12431,Ryan Skinner,XXXXX491A,1982-01-26T00:00:00Z,2011-04-27T00:00:00Z,CDE Dean's Office,CDE5301
NUS12432,Alison Schmidt,XXXXX203A,1991-06-10T00:00:00Z,2010-06-06T00:00:00Z,History,HY2262
NUS12433,Elizabeth Walker,XXXXX141A,1986-06-26T00:00:00Z,2012-04-25T00:00:00Z,Food Science and Technology,FST4312
NUS12434,Dustin Lowe,XXXXX334A,1975-04-11T00:00:00Z,2011-04-28T00:00:00Z,Information Systems and Analytics,BT4013
NUS12435,Russell Sherman,XXXXX789A,1991-12-17T00:00:00Z,2008-05-15T00:00:00Z,Biological Sciences,BL5323
NUS12436,Michael Williams,XXXXX161A,1981-08-15T00:00:00Z,2009-06-17T00:00:00Z,Chinese Studies,CHC5305
NUS12437,Antonio Ochoa,XXXXX411A,1975-10-23T00:00:00Z,2008-05-17T00:00:00Z,Philosophy,PH3218
NUS12438,Aaron Williams,XXXXX961A,1969-08-20T00:00:00Z,2014-05-14T00:00:00Z,Marketing,BMK6111V
NUS12439,Tom Morgan,XXXXX424A,1976-06-27T00:00:00Z,2001-06-14T00:00:00Z,Analytics and Operations,DOS5104
NUS12440,Edwin Kelley,XXXXX591A,1976-12-13T00:00:00Z,2007-04-09T00:00:00Z,Computer Science,IFS4205
NUS12441,Denise Freeman,XXXXX426A,1982-02-18T00:00:00Z,2008-07-22T00:00:00Z,Biological Sciences,LSM3243
NUS12442,Audrey Adams,XXXXX284A,1986-02-02T00:00:00Z,2000-07-23T00:00:00Z,BIZ Dean's Office,BME5042
NUS12443,David Martin,XXXXX312A,1986-12-12T00:00:00Z,2003-12-04T00:00:00Z,Chemistry,CM3254
NUS12444,Kylie Rivera,XXXXX808A,1985-01-17T00:00:00Z,1999-12-14T00:00:00Z,Centre for Language Studies,LAS2201
NUS12445,Nicholas Ellis,XXXXX946A,1977-09-02T00:00:00Z,2014-05-13T00:00:00Z,Centre for Language Studies,LAB3201
NUS12446,April Miller,XXXXX664A,1972-11-30T00:00:00Z,2003-05-27T00:00:00Z,Information Systems and Analytics,IS5116
NUS12447,Christina Clay,XXXXX600A,1976-08-19T00:00:00Z,2008-08-14T00:00:00Z,Electrical and Computer Engineering,EE4437
NUS12448,Maria White,XXXXX130A,1985-10-16T00:00:00Z,2001-07-31T00:00:00Z,Economics,EC6101
NUS12449,Michael Walker,XXXXX673A,1970-06-04T00:00:00Z,2004-01-20T00:00:00Z,BIZ Dean's Office,BMK5300B
NUS12450,Daniel Christian,XXXXX292A,1985-11-09T00:00:00Z,2002-04-24T00:00:00Z,PharmacyandPharmaceuticalScience,PR5135
NUS12451,Ashlee Ballard,XXXXX135A,1992-01-01T00:00:00Z,2012-03-03T00:00:00Z,Food Science and Technology,FST4103
NUS12452,Julie Logan,XXXXX998A,1985-10-06T00:00:00Z,2002-11-17T00:00:00Z,Architecture,AR5955C
NUS12453,Lindsey Stokes,XXXXX720A,1971-06-08T00:00:00Z,2004-08-16T00:00:00Z,Economics,XFA4408
NUS12454,Christopher Brown,XXXXX583A,1982-11-19T00:00:00Z,2007-10-24T00:00:00Z,Sociology and Anthropology,AN2203
NUS12455,Lisa Meyer,XXXXX262A,1978-12-18T00:00:00Z,2006-09-04T00:00:00Z,FoL Dean's Office,LL5008AV
NUS12456,Andrea Wright,XXXXX806A,1990-10-14T00:00:00Z,2001-09-13T00:00:00Z,FoL Dean's Office,LL6383Z
NUS12457,Danielle Jones,XXXXX657A,1994-07-11T00:00:00Z,2005-12-24T00:00:00Z,Finance,BZD6004
NUS12458,Michael Moore,XXXXX563A,1983-02-13T00:00:00Z,2011-04-30T00:00:00Z,Centre for Future-ready Grads,CFG2002VN
NUS12459,Matthew Vincent,XXXXX268A,1978-11-14T00:00:00Z,2013-12-17T00:00:00Z,Mechanical Engineering,ME5400A
NUS12460,Victoria Rodriguez,XXXXX599A,1979-07-18T00:00:00Z,2004-05-24T00:00:00Z,Southeast Asian Studies,SE4218
NUS12461,Kelly Richardson,XXXXX349A,1979-01-27T00:00:00Z,2007-06-18T00:00:00Z,English,TS1101E
NUS12462,Sharon Miller,XXXXX457A,1989-10-16T00:00:00Z,2005-07-29T00:00:00Z,Information Systems and Analytics,IS4233
NUS12463,Colleen Kaufman,XXXXX365A,1990-03-23T00:00:00Z,2012-11-07T00:00:00Z,Division of Graduate Medical Studies,HM5105
NUS12464,Justin Black,XXXXX807A,1983-11-05T00:00:00Z,2006-02-17T00:00:00Z,Civil and Environmental Engineering,CE5002A
NUS12465,Diane Roberts,XXXXX775A,1985-01-12T00:00:00Z,2007-06-20T00:00:00Z,Built Environment,IPM2103
NUS12466,Joel Evans,XXXXX239A,1991-07-02T00:00:00Z,2008-08-17T00:00:00Z,Southeast Asian Studies,CAS6660
NUS12467,Alexandra Hill,XXXXX625A,1976-09-14T00:00:00Z,2011-03-18T00:00:00Z,Real Estate,RE3807
NUS12468,Stephanie Calhoun,XXXXX630A,1975-06-30T00:00:00Z,1999-10-26T00:00:00Z,FoL Dean's Office,LLJ5190
NUS12469,Michael Hayes,XXXXX659A,1973-04-02T00:00:00Z,2002-05-17T00:00:00Z,Mathematics,MA2202
NUS12470,Bradley Hunt,XXXXX747A,1970-07-22T00:00:00Z,2006-03-24T00:00:00Z,FoL Dean's Office,LLJ5251V
NUS12471,Leah Walters,XXXXX230A,1971-09-18T00:00:00Z,2000-02-19T00:00:00Z,Philosophy,PH4213HM
NUS12472,Tyrone Stuart,XXXXX997A,1978-05-28T00:00:00Z,2004-03-01T00:00:00Z,Political Science,PS4314
NUS12473,Dennis Martin,XXXXX404A,1970-07-11T00:00:00Z,2008-11-03T00:00:00Z,Philosophy,PH3244
NUS12474,Tiffany Benjamin,XXXXX785A,1983-02-17T00:00:00Z,2002-06-16T00:00:00Z,SCALE Dean's Office,TEE3501
NUS12475,Donald Mayo,XXXXX399A,1989-11-17T00:00:00Z,2014-04-01T00:00:00Z,Philosophy,PH3203
NUS12476,Fred Brown,XXXXX748A,1980-02-19T00:00:00Z,1999-12-22T00:00:00Z,BIZ Dean's Office,BMS5415
NUS12477,David Mann,XXXXX204A,1973-11-08T00:00:00Z,2006-06-08T00:00:00Z,Psychology,PL5221R
NUS12478,George Sutton,XXXXX576A,1969-08-30T00:00:00Z,2002-02-01T00:00:00Z,English,GEH1054
NUS12479,Kimberly Gray,XXXXX541A,1990-11-26T00:00:00Z,2001-01-14T00:00:00Z,Finance,FIN3702A
NUS12480,Jacob Browning,XXXXX902A,1983-07-27T00:00:00Z,2010-10-06T00:00:00Z,CDE Dean's Office,UTOD2002
NUS12481,Cory Bush,XXXXX496A,1991-06-30T00:00:00Z,2004-04-22T00:00:00Z,SCALE Dean's Office,TCN4122
NUS12482,Hayley Roberts,XXXXX600A,1974-02-16T00:00:00Z,2013-07-05T00:00:00Z,Economics,EC2374
NUS12483,Christopher Ramos,XXXXX158A,1972-11-23T00:00:00Z,2013-10-13T00:00:00Z,Chemical and Biomolecular Engineering,SH5402
NUS12484,Spencer Cooper,XXXXX228A,1987-11-27T00:00:00Z,2001-06-02T00:00:00Z,FoL Dean's Office,LL5461V
NUS12485,Raymond Taylor,XXXXX722A,1983-07-24T00:00:00Z,2006-03-29T00:00:00Z,Alice Lee Center for Nursing Studies,NUR2502
NUS12486,Desiree King,XXXXX352A,1981-12-08T00:00:00Z,2011-01-29T00:00:00Z,Management and Organisation,BMO6023A
NUS12487,Antonio Hernandez,XXXXX600A,1994-05-13T00:00:00Z,2008-10-11T00:00:00Z,NUS College Dean's Office,NHT2211
NUS12488,Diana Gill,XXXXX321A,1984-12-24T00:00:00Z,2010-11-11T00:00:00Z,Chinese Studies,CH6248
NUS12489,Jeffrey Pollard,XXXXX243A,1973-01-31T00:00:00Z,2006-10-19T00:00:00Z,Information Systems and Analytics,BT5151
NUS12490,Tina Lewis,XXXXX425A,1971-04-15T00:00:00Z,2003-07-18T00:00:00Z,NUS College Dean's Office,NSS2001C
NUS12491,Scott Johnson,XXXXX458A,1978-01-01T00:00:00Z,2014-01-15T00:00:00Z,Political Science,PS4883A
NUS12492,Kyle Bolton,XXXXX499A,1988-12-05T00:00:00Z,2007-10-03T00:00:00Z,SSH School of Public Health Dean's Office,SPH5417
NUS12493,Jackie Anderson,XXXXX534A,1984-05-15T00:00:00Z,2001-03-28T00:00:00Z,Biomedical Engineering,BN2111
NUS12494,Nicole James,XXXXX144A,1980-11-30T00:00:00Z,2001-08-05T00:00:00Z,CDE Dean's Office,EG3612
NUS12495,Jessica Walker,XXXXX137A,1981-08-27T00:00:00Z,2006-05-15T00:00:00Z,YSTCM Dean's Office,MUA2159
NUS12496,Regina Brown,XXXXX293A,1988-01-19T00:00:00Z,2007-09-02T00:00:00Z,Southeast Asian Studies,SE3551
NUS12497,Shelby Bell,XXXXX744A,1978-09-01T00:00:00Z,2010-08-26T00:00:00Z,Japanese Studies,JS2233
NUS12498,Christina Cervantes,XXXXX943A,1979-07-16T00:00:00Z,2003-04-27T00:00:00Z,SoC Dean's Office,CP3108B
NUS12499,Robert Jones,XXXXX168A,1983-01-25T00:00:00Z,2009-07-29T00:00:00Z,Duke-NUS Dean's Office,GMS5721
NUS12500,Michael Myers,XXXXX712A,1986-07-07T00:00:00Z,2013-11-23T00:00:00Z,FoL Dean's Office,LL5008BV
NUS12501,Terri Nichols,XXXXX464A,1980-04-28T00:00:00Z,2010-04-13T00:00:00Z,Yale-NUS College,YSS3364
NUS12502,Jacob Payne,XXXXX442A,1971-06-18T00:00:00Z,2007-05-30T00:00:00Z,YSTCM Dean's Office,GET1040
NUS12503,Christina Farmer,XXXXX689A,1985-11-09T00:00:00Z,2009-12-22T00:00:00Z,Duke-NUS Dean's Office,GMS5502
NUS12504,Ann Obrien,XXXXX681A,1991-02-10T00:00:00Z,2012-08-21T00:00:00Z,FoL Dean's Office,LC5336
NUS12505,Julia Marshall,XXXXX987A,1988-07-30T00:00:00Z,2011-06-03T00:00:00Z,SSH School of Public Health Dean's Office,SPH6001
NUS12506,Andrew Hughes,XXXXX332A,1980-01-25T00:00:00Z,2008-02-23T00:00:00Z,Civil and Environmental Engineering,ESE4502N
NUS12507,Deborah Jones,XXXXX861A,1985-05-12T00:00:00Z,2001-02-20T00:00:00Z,Electrical and Computer Engineering,EE5507
NUS12508,Sheena Johnson,XXXXX816A,1972-12-05T00:00:00Z,2006-10-04T00:00:00Z,Chemistry,CM5268
NUS12509,Rebecca Bridges,XXXXX610A,1976-01-12T00:00:00Z,2007-05-11T00:00:00Z,Mathematics,MA1100
NUS12510,Candice Gomez,XXXXX280A,1970-04-12T00:00:00Z,2003-03-10T00:00:00Z,PharmacyandPharmaceuticalScience,PR5134A
NUS12511,Vickie Steele,XXXXX362A,1974-02-06T00:00:00Z,2008-05-27T00:00:00Z,NUS College Dean's Office,NHT2207
NUS12512,Jay Herrera,XXXXX571A,1992-10-02T00:00:00Z,2008-12-12T00:00:00Z,Strategy and Policy,BSE3751
NUS12513,Edwin Vang,XXXXX340A,1977-12-11T00:00:00Z,2008-04-18T00:00:00Z,Social Work,SW4660
NUS12514,Javier King,XXXXX488A,1992-12-13T00:00:00Z,2011-03-27T00:00:00Z,Psychology,PL5306
NUS12515,Amy Garcia,XXXXX713A,1977-12-26T00:00:00Z,2006-02-13T00:00:00Z,Yale-NUS College,YSS2202
NUS12516,Amber Andrade,XXXXX765A,1991-04-20T00:00:00Z,2000-06-24T00:00:00Z,Psychology,PL5221
NUS12517,David Rojas,XXXXX993A,1979-06-01T00:00:00Z,2001-09-02T00:00:00Z,English,EL5102R
NUS12518,Jessica Jackson,XXXXX778A,1970-09-11T00:00:00Z,2005-10-09T00:00:00Z,FoL Dean's Office,LL5459X
NUS12519,Lisa Gray,XXXXX698A,1988-06-04T00:00:00Z,2001-09-18T00:00:00Z,History,GESS1010
NUS12520,Zachary Martinez,XXXXX408A,1992-02-01T00:00:00Z,2003-05-27T00:00:00Z,Industrial Systems Engineering and Management,IE5909B
NUS12521,Eugene Evans,XXXXX244A,1989-07-18T00:00:00Z,2010-04-08T00:00:00Z,Psychology,UTOA2001PL
NUS12522,Emily Henry,XXXXX673A,1976-05-16T00:00:00Z,2001-05-25T00:00:00Z,Electrical and Computer Engineering,EE5111
NUS12523,Andrew Porter,XXXXX256A,1988-10-01T00:00:00Z,2006-01-24T00:00:00Z,PharmacyandPharmaceuticalScience,PR1150
NUS12524,Mark Blanchard,XXXXX328A,1993-07-18T00:00:00Z,2007-04-12T00:00:00Z,BIZ Dean's Office,BMA5404
NUS12525,Ashley Cooper,XXXXX618A,1991-06-30T00:00:00Z,2007-07-26T00:00:00Z,SCALE Dean's Office,TCX2003
NUS12526,William Daugherty,XXXXX972A,1973-07-29T00:00:00Z,2007-08-13T00:00:00Z,Physics,PC1101
NUS12527,Kristina Taylor,XXXXX622A,1981-06-11T00:00:00Z,2007-05-19T00:00:00Z,Industrial Design,ID5356
NUS12528,Bobby Pruitt,XXXXX609A,1984-12-17T00:00:00Z,2010-04-07T00:00:00Z,LKYSPP Dean's Office,PP5278
NUS12529,Charles Flynn,XXXXX284A,1993-12-03T00:00:00Z,2001-01-12T00:00:00Z,Industrial Systems Engineering and Management,IE5268
NUS12530,Brianna Scott,XXXXX573A,1969-09-30T00:00:00Z,2008-04-01T00:00:00Z,BIZ Dean's Office,BMG5104
NUS12531,Sarah Martinez,XXXXX917A,1986-10-04T00:00:00Z,2014-01-01T00:00:00Z,Political Science,GL4101
NUS12532,Nicholas Castillo,XXXXX348A,1984-11-03T00:00:00Z,2014-07-11T00:00:00Z,Food Science and Technology,FST2313
NUS12533,Rhonda Alvarez,XXXXX821A,1978-11-07T00:00:00Z,2013-09-09T00:00:00Z,Analytics and Operations,DBA3701
NUS12534,Kathleen George,XXXXX607A,1983-06-13T00:00:00Z,2008-08-27T00:00:00Z,Economics,GESS1000
NUS12535,Jody Johnson,XXXXX555A,1976-01-26T00:00:00Z,2007-07-02T00:00:00Z,Philosophy,PH6210
NUS12536,Deborah Hayes,XXXXX200A,1994-05-08T00:00:00Z,2000-03-01T00:00:00Z,Chinese Studies,CH4243
NUS12537,Tiffany Cruz,XXXXX150A,1972-05-09T00:00:00Z,2001-10-26T00:00:00Z,PharmacyandPharmaceuticalScience,PR1152
NUS12538,Jody Fuller,XXXXX636A,1971-03-13T00:00:00Z,2003-09-28T00:00:00Z,Statistics and Data Science,ST4299
NUS12539,Robert Benson,XXXXX957A,1974-11-03T00:00:00Z,2000-03-12T00:00:00Z,BIZ Dean's Office,BME5302
NUS12540,Sharon Arnold,XXXXX966A,1972-12-26T00:00:00Z,2010-01-13T00:00:00Z,FoL Dean's Office,LL6322
NUS12541,Bradley Brooks,XXXXX878A,1983-01-10T00:00:00Z,2014-04-13T00:00:00Z,Strategy and Policy,BSN3701B
NUS12542,Michael Green,XXXXX288A,1980-10-29T00:00:00Z,2006-08-24T00:00:00Z,English,ELC5207
NUS12543,Sheila Lopez,XXXXX363A,1969-08-11T00:00:00Z,2001-08-04T00:00:00Z,Risk Management Institute,FE5223
NUS12544,Kurt Mercado,XXXXX956A,1990-01-21T00:00:00Z,2005-08-30T00:00:00Z,Southeast Asian Studies,SE4212
NUS12545,Kimberly Grant,XXXXX983A,1989-07-22T00:00:00Z,2009-08-01T00:00:00Z,Physics,HSI2009
NUS12546,Cameron Lopez,XXXXX294A,1982-01-31T00:00:00Z,2014-05-09T00:00:00Z,Economics,EC6880
NUS12547,Ann Ramos,XXXXX465A,1980-12-30T00:00:00Z,2004-02-05T00:00:00Z,Communications and New Media,NM6660
NUS12548,Colleen Lucas,XXXXX211A,1976-01-22T00:00:00Z,2012-12-10T00:00:00Z,Chemical and Biomolecular Engineering,CN5190
NUS12549,Ashley Cook,XXXXX492A,1976-11-27T00:00:00Z,2011-11-14T00:00:00Z,BIZ Dean's Office,BMK5102
NUS12550,Steven Flynn,XXXXX731A,1993-01-20T00:00:00Z,2013-12-13T00:00:00Z,PharmacyandPharmaceuticalScience,PR5113
