Subject,Predicate,Object
Austin Anderson,is_in_faculty,YST Conservatory of Music
Mercedes Hudson,is_in_faculty,Computing
Christopher Evans,is_in_faculty,Law
Barbara Gonzalez,is_in_faculty,YST Conservatory of Music
Ariana Robinson,is_in_faculty,Law
Nicole Davis,is_in_faculty,Yong Loo Lin Sch of Medicine
Monica Henderson,is_in_faculty,YST Conservatory of Music
Elizabeth Johnson,is_in_faculty,Yong Loo Lin Sch of Medicine
Andrea Nixon,is_in_faculty,YST Conservatory of Music
Anthony Sellers,is_in_faculty,Science
Richard Stanton,is_in_faculty,Yong Loo Lin Sch of Medicine
Amanda Jackson,is_in_faculty,YST Conservatory of Music
Diana Adkins,is_in_faculty,Yong Loo Lin Sch of Medicine
Bobby Shaw,is_in_faculty,Science
Matthew Best,is_in_faculty,YST Conservatory of Music
Jared Ayala,is_in_faculty,YST Conservatory of Music
Tammy Salazar,is_in_faculty,Computing
Andrew Bautista,is_in_faculty,College of Design and Engineering
Karen Reed,is_in_faculty,Science
Taylor Hobbs,is_in_faculty,Computing
Brian Ho,is_in_faculty,College of Design and Engineering
Cassandra Nolan,is_in_faculty,Arts and Social Science
Katie Peters,is_in_faculty,YST Conservatory of Music
Kyle Johnson,is_in_faculty,Computing
Brittney Lowery MD,is_in_faculty,NUS Business School
Robert Daniels,is_in_faculty,Yong Loo Lin Sch of Medicine
Rebecca Johnson,is_in_faculty,YST Conservatory of Music
Jordan Jacobson,is_in_faculty,College of Design and Engineering
Sherry Hamilton,is_in_faculty,NUS Business School
Katherine Mahoney,is_in_faculty,Arts and Social Science
Charles Benson,is_in_faculty,College of Design and Engineering
Roy Lucas,is_in_faculty,Arts and Social Science
Jessica Scott,is_in_faculty,Yong Loo Lin Sch of Medicine
Lori Strickland,is_in_faculty,Science
Jonathan Miller,is_in_faculty,NUS Business School
Victor Lynch,is_in_faculty,YST Conservatory of Music
Patrick Gutierrez,is_in_faculty,YST Conservatory of Music
Michael Jennings,is_in_faculty,NUS Business School
Jennifer Jones,is_in_faculty,YST Conservatory of Music
Wanda Arroyo,is_in_faculty,Computing
Brian Gilbert,is_in_faculty,YST Conservatory of Music
James Meadows,is_in_faculty,Science
Anthony Andersen,is_in_faculty,Computing
Gary Briggs,is_in_faculty,Arts and Social Science
Javier Perez,is_in_faculty,Computing
Brenda Nguyen,is_in_faculty,YST Conservatory of Music
Samantha Cruz,is_in_faculty,Law
Kelsey Daniel,is_in_faculty,NUS Business School
Kim Sanchez,is_in_faculty,Law
Gabrielle Scott,is_in_faculty,Arts and Social Science
Isaiah Robertson,is_in_faculty,NUS Business School
Laura Shaw,is_in_faculty,YST Conservatory of Music
Natalie Carter,is_in_faculty,YST Conservatory of Music
Julie Rodriguez,is_in_faculty,Law
James Hood,is_in_faculty,College of Design and Engineering
Latasha Thompson,is_in_faculty,Arts and Social Science
Sean Moore,is_in_faculty,YST Conservatory of Music
Laurie Leonard,is_in_faculty,Arts and Social Science
Richard Reed,is_in_faculty,YST Conservatory of Music
Amber Martin,is_in_faculty,Science
Janet Gibson,is_in_faculty,Arts and Social Science
Stacy Stewart,is_in_faculty,YST Conservatory of Music
Taylor Smith,is_in_faculty,Computing
Aaron Potter,is_in_faculty,Science
Linda Lopez,is_in_faculty,Arts and Social Science
Cody Bell,is_in_faculty,Arts and Social Science
Taylor Herring,is_in_faculty,Law
Desiree Patterson PhD,is_in_faculty,YST Conservatory of Music
Desiree Patterson ,is_in_faculty,YST Conservatory of Music
Stanley Galvan,is_in_faculty,YST Conservatory of Music
Dennis Williams,is_in_faculty,Law
Christina Eaton,is_in_faculty,NUS Business School
Ms. Katherine Fisher,is_in_faculty,Science
Jamie Wells,is_in_faculty,YST Conservatory of Music
Paul Rodriguez,is_in_faculty,Science
Christopher Fitzgerald,is_in_faculty,Yong Loo Lin Sch of Medicine
Sean Reynolds DVM,is_in_faculty,Yong Loo Lin Sch of Medicine
Benjamin Hughes,is_in_faculty,Yong Loo Lin Sch of Medicine
Frances Garcia,is_in_faculty,Law
David Pierce,is_in_faculty,Law
Christopher Duran,is_in_faculty,Computing
Carolyn Brown,is_in_faculty,Yong Loo Lin Sch of Medicine
Brian Bishop,is_in_faculty,College of Design and Engineering
Anita Stewart,is_in_faculty,Arts and Social Science
Shannon Stephens,is_in_faculty,NUS Business School
John Parsons,is_in_faculty,Yong Loo Lin Sch of Medicine
Henry Barber,is_in_faculty,Yong Loo Lin Sch of Medicine
Julie Shields,is_in_faculty,Yong Loo Lin Sch of Medicine
Veronica Robertson DVM,is_in_faculty,Law
Briana Phillips,is_in_faculty,YST Conservatory of Music
Maria Sanford DDS,is_in_faculty,College of Design and Engineering
Sarah Perez,is_in_faculty,Computing
Randy James,is_in_faculty,Yong Loo Lin Sch of Medicine
Joshua Frazier,is_in_faculty,Yong Loo Lin Sch of Medicine
Mary Carrillo MD,is_in_faculty,Science
Erin Sanders,is_in_faculty,Yong Loo Lin Sch of Medicine
Joshua Gallagher,is_in_faculty,Arts and Social Science
Steven Payne,is_in_faculty,Computing
Monica Miller,is_in_faculty,Yong Loo Lin Sch of Medicine
Ann Mcknight MD,is_in_faculty,Yong Loo Lin Sch of Medicine
Victoria Taylor,is_in_faculty,Law
Barbara Garcia,is_in_faculty,NUS Business School
Peggy Shields,is_in_faculty,Law
Denise Perez,is_in_faculty,YST Conservatory of Music
Ricky Bryan,is_in_faculty,YST Conservatory of Music
Tyler Daniels,is_in_faculty,Arts and Social Science
Jennifer Smith,is_in_faculty,Yong Loo Lin Sch of Medicine
David Young,is_in_faculty,Yong Loo Lin Sch of Medicine
Stephen Day,is_in_faculty,Yong Loo Lin Sch of Medicine
Willie Martin,is_in_faculty,NUS Business School
Samantha Smith,is_in_faculty,Yong Loo Lin Sch of Medicine
Julie Gilbert,is_in_faculty,Computing
Patricia Nguyen,is_in_faculty,Yong Loo Lin Sch of Medicine
Robert Rodriguez,is_in_faculty,Science
Brian Taylor,is_in_faculty,Computing
Douglas Jones,is_in_faculty,YST Conservatory of Music
Jeremy Young,is_in_faculty,Law
Jeremy Santos,is_in_faculty,YST Conservatory of Music
Alicia Kelley,is_in_faculty,Science
Wayne Davis,is_in_faculty,Computing
Blake Stevens,is_in_faculty,Arts and Social Science
Rachel Johnson,is_in_faculty,NUS Business School
Belinda Dunn,is_in_faculty,Computing
Catherine Hughes,is_in_faculty,Yong Loo Lin Sch of Medicine
Breanna Harrell,is_in_faculty,YST Conservatory of Music
Amy Singh,is_in_faculty,Arts and Social Science
Kathleen Flynn,is_in_faculty,NUS Business School
Kenneth Wilkins,is_in_faculty,Law
Dominic Ponce,is_in_faculty,NUS Business School
Shawn Mills,is_in_faculty,YST Conservatory of Music
Patricia Barber,is_in_faculty,Science
Leslie Moore,is_in_faculty,Computing
Karen Mitchell,is_in_faculty,Arts and Social Science
Eric Thornton,is_in_faculty,College of Design and Engineering
Rachel Mendoza,is_in_faculty,College of Design and Engineering
William Brown,is_in_faculty,Yong Loo Lin Sch of Medicine
Ryan Mcconnell,is_in_faculty,Law
Willie Cunningham,is_in_faculty,NUS Business School
Larry Smith,is_in_faculty,NUS Business School
Christy Martin,is_in_faculty,Yong Loo Lin Sch of Medicine
Jordan Schaefer,is_in_faculty,College of Design and Engineering
Johnathan Schwartz,is_in_faculty,YST Conservatory of Music
Austin Freeman,is_in_faculty,Arts and Social Science
Steven Frazier,is_in_faculty,Law
Jennifer Kelley,is_in_faculty,Yong Loo Lin Sch of Medicine
Shannon Brown,is_in_faculty,Computing
Patricia Ramirez,is_in_faculty,Computing
Amy Hunt,is_in_faculty,NUS Business School
Brian Ayers,is_in_faculty,College of Design and Engineering
Tracey Hall,is_in_faculty,Law
Robert Edwards,is_in_faculty,NUS Business School
James Martin,is_in_faculty,Science
Joanna Rodriguez,is_in_faculty,NUS Business School
Stephanie Martinez,is_in_faculty,Science
Carlos Warren,is_in_faculty,NUS Business School
Tony James,is_in_faculty,Science
Paul Brown,is_in_faculty,Law
David Hull,is_in_faculty,College of Design and Engineering
Jodi Moreno,is_in_faculty,Yong Loo Lin Sch of Medicine
Lawrence Jones,is_in_faculty,Yong Loo Lin Sch of Medicine
Robin Phillips,is_in_faculty,Yong Loo Lin Sch of Medicine
Shane Braun,is_in_faculty,NUS Business School
Lauren Jones,is_in_faculty,Yong Loo Lin Sch of Medicine
Michelle Anderson,is_in_faculty,NUS Business School
Shannon Rodriguez,is_in_faculty,Law
Kenneth Owens,is_in_faculty,YST Conservatory of Music
Jesse Jackson,is_in_faculty,Yong Loo Lin Sch of Medicine
Robert Reed,is_in_faculty,Law
Wesley Peters,is_in_faculty,NUS Business School
Rodney Durham,is_in_faculty,YST Conservatory of Music
Christopher Martin,is_in_faculty,Science
Nicholas Johnson,is_in_faculty,Arts and Social Science
Stacy Rangel,is_in_faculty,Science
Bradley Ferguson,is_in_faculty,Arts and Social Science
Jordan Fisher,is_in_faculty,YST Conservatory of Music
Tammy Cordova,is_in_faculty,Arts and Social Science
Travis Morris,is_in_faculty,College of Design and Engineering
Traci Wright,is_in_faculty,Law
Tammy Nguyen,is_in_faculty,NUS Business School
Kristi Robinson,is_in_faculty,Law
Steven Jones,is_in_faculty,NUS Business School
Mark Simmons,is_in_faculty,NUS Business School
Amy Williams,is_in_faculty,Science
Jennifer Vaughn,is_in_faculty,YST Conservatory of Music
Gary Medina,is_in_faculty,College of Design and Engineering
Christopher Moore,is_in_faculty,College of Design and Engineering
Stephanie Kim,is_in_faculty,YST Conservatory of Music
Kelly Diaz,is_in_faculty,Computing
Marcus Velez,is_in_faculty,Yong Loo Lin Sch of Medicine
Jose Harris,is_in_faculty,College of Design and Engineering
Deborah Martin,is_in_faculty,YST Conservatory of Music
Christine Taylor,is_in_faculty,Arts and Social Science
Randall Mccormick,is_in_faculty,Yong Loo Lin Sch of Medicine
Stephen Green,is_in_faculty,Computing
Tammy Jones,is_in_faculty,Computing
Matthew Evans,is_in_faculty,Science
Lawrence Peters,is_in_faculty,Computing
Gina Valencia,is_in_faculty,Yong Loo Lin Sch of Medicine
Maria Garcia,is_in_faculty,YST Conservatory of Music
Ryan Baker,is_in_faculty,YST Conservatory of Music
Jean Haas,is_in_faculty,College of Design and Engineering
Lisa King,is_in_faculty,Science
Kelly Carter,is_in_faculty,College of Design and Engineering
Rebecca Farmer,is_in_faculty,College of Design and Engineering
Melissa Robinson,is_in_faculty,College of Design and Engineering
Cesar Smith,is_in_faculty,NUS Business School
Beth Mclaughlin,is_in_faculty,Arts and Social Science
Jennifer Kidd,is_in_faculty,Computing
Yvette Johnson DVM,is_in_faculty,Yong Loo Lin Sch of Medicine
Timothy Martin,is_in_faculty,Law
James Brown,is_in_faculty,Arts and Social Science
Erik Bishop,is_in_faculty,NUS Business School
Beth Ellison,is_in_faculty,College of Design and Engineering
Joseph Franklin,is_in_faculty,Arts and Social Science
Sarah Russell,is_in_faculty,Science
Matthew Taylor,is_in_faculty,Arts and Social Science
Renee Charles,is_in_faculty,Computing
Victoria Robertson,is_in_faculty,College of Design and Engineering
David Nelson,is_in_faculty,Yong Loo Lin Sch of Medicine
Timothy Lopez,is_in_faculty,Law
Zachary Patterson,is_in_faculty,Law
Felicia Garcia,is_in_faculty,NUS Business School
Yvonne Walker,is_in_faculty,Law
Travis Leon,is_in_faculty,Science
Kimberly Clark,is_in_faculty,NUS Business School
Joshua Stark,is_in_faculty,Computing
Daniel Duke,is_in_faculty,YST Conservatory of Music
Stephen Woods,is_in_faculty,Law
Jeffery Jones,is_in_faculty,College of Design and Engineering
Joseph Moreno,is_in_faculty,College of Design and Engineering
Ann Evans,is_in_faculty,NUS Business School
Ryan Mcdowell,is_in_faculty,YST Conservatory of Music
Sarah Rodriguez,is_in_faculty,Law
Robert Flores,is_in_faculty,Law
Brandy Smith,is_in_faculty,Law
Joshua Chavez,is_in_faculty,Arts and Social Science
Pamela Barrera,is_in_faculty,Law
Amy Compton,is_in_faculty,Science
Chris Thomas,is_in_faculty,Science
Kathleen Rodriguez,is_in_faculty,Arts and Social Science
Lucas Reed,is_in_faculty,YST Conservatory of Music
Shelia Garcia,is_in_faculty,College of Design and Engineering
Zachary Smith,is_in_faculty,Yong Loo Lin Sch of Medicine
Hunter Hendricks,is_in_faculty,NUS Business School
Raymond Ramos,is_in_faculty,Computing
Tina Herrera,is_in_faculty,Computing
Shawn Harris,is_in_faculty,NUS Business School
Lisa Wilson,is_in_faculty,Arts and Social Science
Daniel Anderson,is_in_faculty,Computing
Nicholas Hernandez,is_in_faculty,College of Design and Engineering
Christine Maxwell,is_in_faculty,NUS Business School
Karen Johnson,is_in_faculty,Arts and Social Science
Dennis Jenkins,is_in_faculty,Arts and Social Science
Janet Smith,is_in_faculty,NUS Business School
